<<<<<<< HEAD
country,foodItem,currency,measure,year,cost
Chad,Meat,XAF,Head,2018,10167
Chad,Meat,XAF,Head,2018,10500
Chad,Meat,XAF,Head,2019,11500
Chad,Meat,XAF,Head,2019,11333
Chad,Meat,XAF,Head,2019,11000
Chad,Meat,XAF,Head,2019,11000
Chad,Meat,XAF,Head,2019,14833
Chad,Meat,XAF,Head,2019,19000
Chad,Meat,XAF,Head,2019,16000
Chad,Meat,XAF,Head,2019,12166
Chad,Meat,XAF,Head,2019,11333
Chad,Meat,XAF,Head,2019,10666
Chad,Meat,XAF,Head,2019,12000
Chad,Meat,XAF,Head,2019,12666
Chad,Meat,XAF,Head,2020,16333
Chad,Meat,XAF,Head,2020,17000
Chad,Meat,XAF,Head,2020,17708
Chad,Meat,XAF,Head,2020,19875
Chad,Meat,XAF,Head,2020,20375
Chad,Meat,XAF,Head,2020,19583
Chad,Meat,XAF,Head,2020,19875
Chad,Meat,XAF,Head,2020,19875
Chad,Meat,XAF,Head,2020,14000
Chad,Meat,XAF,Head,2020,60000
Chad,Meat,XAF,Head,2021,62500
Chad,Meat,XAF,Head,2021,13500
Chad,Meat,XAF,Head,2018,12300
Chad,Meat,XAF,Head,2019,12316
Chad,Meat,XAF,Head,2019,12833
Chad,Meat,XAF,Head,2019,13400
Chad,Meat,XAF,Head,2019,11833
Chad,Meat,XAF,Head,2019,11900
Chad,Meat,XAF,Head,2019,12333
Chad,Meat,XAF,Head,2019,12333
Chad,Meat,XAF,Head,2019,11000
Chad,Meat,XAF,Head,2019,10750
Chad,Meat,XAF,Head,2019,11933
Chad,Meat,XAF,Head,2019,13000
Chad,Meat,XAF,Head,2019,14666
Chad,Meat,XAF,Head,2020,19333
Chad,Meat,XAF,Head,2020,15333
Chad,Meat,XAF,Head,2020,15666
Chad,Meat,XAF,Head,2020,16000
Chad,Meat,XAF,Head,2020,12333
Chad,Meat,XAF,Head,2020,14666
Chad,Meat,XAF,Head,2020,14500
Chad,Meat,XAF,Head,2020,14916
Chad,Meat,XAF,Head,2020,13365
Chad,Meat,XAF,Head,2020,14875
Chad,Meat,XAF,Head,2020,13333
Chad,Meat,XAF,Head,2020,16666
Chad,Meat,XAF,Head,2021,14333
Chad,Meat,XAF,Head,2021,14166
Chad,Meat,XAF,Head,2021,17166
Chad,Meat,XAF,Head,2021,12833
Chad,Meat,XAF,Head,2021,14500
Chad,Meat,XAF,Head,2018,11583
Chad,Meat,XAF,Head,2018,13000
Chad,Meat,XAF,Head,2019,12333
Chad,Meat,XAF,Head,2019,12066
Chad,Meat,XAF,Head,2019,13233
Chad,Meat,XAF,Head,2019,12000
Chad,Meat,XAF,Head,2019,12333
Chad,Meat,XAF,Head,2019,11767
Chad,Meat,XAF,Head,2019,12583
Chad,Meat,XAF,Head,2019,12500
Chad,Meat,XAF,Head,2019,11333
Chad,Meat,XAF,Head,2019,12500
Chad,Meat,XAF,Head,2019,10833
Chad,Meat,XAF,Head,2019,15666
Chad,Meat,XAF,Head,2020,18333
Chad,Meat,XAF,Head,2020,14566
Chad,Meat,XAF,Head,2020,16666
Chad,Meat,XAF,Head,2020,16833
Chad,Meat,XAF,Head,2020,15000
Chad,Meat,XAF,Head,2020,15333
Chad,Meat,XAF,Head,2020,15333
Chad,Meat,XAF,Head,2020,14500
Chad,Meat,XAF,Head,2020,15250
Chad,Meat,XAF,Head,2020,14583
Chad,Meat,XAF,Head,2020,16066
Chad,Meat,XAF,Head,2020,15133
Chad,Meat,XAF,Head,2021,13833
Chad,Meat,XAF,Head,2021,15000
Chad,Meat,XAF,Head,2021,20865.5
Chad,Meat,XAF,Head,2021,13500
Chad,Meat,XAF,Head,2021,14500
Chad,Meat,XAF,Head,2019,94500
Chad,Meat,XAF,Head,2019,93166
Chad,Meat,XAF,Head,2019,92000
Chad,Meat,XAF,Head,2019,96000
Chad,Meat,XAF,Head,2019,104500
Chad,Meat,XAF,Head,2019,110500
Chad,Meat,XAF,Head,2019,105000
Chad,Meat,XAF,Head,2019,96666
Chad,Meat,XAF,Head,2019,93333
Chad,Meat,XAF,Head,2019,119833
Chad,Meat,XAF,Head,2019,120166
Chad,Meat,XAF,Head,2020,130000
Chad,Meat,XAF,Head,2020,130316
Chad,Meat,XAF,Head,2020,129666
Chad,Meat,XAF,Head,2020,128000
Chad,Meat,XAF,Head,2020,122833
Chad,Meat,XAF,Head,2020,120791
Chad,Meat,XAF,Head,2020,118750
Chad,Meat,XAF,Head,2020,103750
Chad,Meat,XAF,Head,2020,88500
Chad,Meat,XAF,Head,2021,65750
Chad,Meat,XAF,Head,2019,98500
Chad,Meat,XAF,Head,2019,95500
Chad,Meat,XAF,Head,2019,95833
Chad,Meat,XAF,Head,2019,101833
Chad,Meat,XAF,Head,2019,112500
Chad,Meat,XAF,Head,2019,117500
Chad,Meat,XAF,Head,2019,110000
Chad,Meat,XAF,Head,2019,108333
Chad,Meat,XAF,Head,2019,102500
Chad,Meat,XAF,Head,2019,124166
Chad,Meat,XAF,Head,2019,125000
Chad,Meat,XAF,Head,2020,135000
Chad,Meat,XAF,Head,2020,135416
Chad,Meat,XAF,Head,2020,134208
Chad,Meat,XAF,Head,2020,131250
Chad,Meat,XAF,Head,2020,125250
Chad,Meat,XAF,Head,2020,123250
Chad,Meat,XAF,Head,2020,123250
Chad,Meat,XAF,Head,2020,103250
Chad,Meat,XAF,Head,2020,91500
Chad,Meat,XAF,Head,2021,76625
Chad,Meat,XAF,Head,2019,94333
Chad,Meat,XAF,Head,2019,93666
Chad,Meat,XAF,Head,2019,91833
Chad,Meat,XAF,Head,2019,95833
Chad,Meat,XAF,Head,2019,101333
Chad,Meat,XAF,Head,2019,105000
Chad,Meat,XAF,Head,2019,99000
Chad,Meat,XAF,Head,2019,99166
Chad,Meat,XAF,Head,2019,95833
Chad,Meat,XAF,Head,2019,114166
Chad,Meat,XAF,Head,2019,117500
Chad,Meat,XAF,Head,2020,125000
Chad,Meat,XAF,Head,2020,128750
Chad,Meat,XAF,Head,2020,126875
Chad,Meat,XAF,Head,2020,126208
Chad,Meat,XAF,Head,2020,124625
Chad,Meat,XAF,Head,2020,124625
Chad,Meat,XAF,Head,2020,124625
Chad,Meat,XAF,Head,2020,103875
Chad,Meat,XAF,Head,2020,97000
Chad,Meat,XAF,Head,2021,65375
Chad,Meat,XAF,Head,2019,94500
Chad,Meat,XAF,Head,2019,95000
Chad,Meat,XAF,Head,2019,93333
Chad,Meat,XAF,Head,2019,97500
Chad,Meat,XAF,Head,2019,104500
Chad,Meat,XAF,Head,2019,115000
Chad,Meat,XAF,Head,2019,102833
Chad,Meat,XAF,Head,2019,105000
Chad,Meat,XAF,Head,2019,100833
Chad,Meat,XAF,Head,2019,115666
Chad,Meat,XAF,Head,2019,119000
Chad,Meat,XAF,Head,2020,130000
Chad,Meat,XAF,Head,2020,131250
Chad,Meat,XAF,Head,2020,130625
Chad,Meat,XAF,Head,2020,129375
Chad,Meat,XAF,Head,2020,124250
Chad,Meat,XAF,Head,2020,121750
Chad,Meat,XAF,Head,2020,121750
Chad,Meat,XAF,Head,2020,101875
Chad,Meat,XAF,Head,2020,90000
Chad,Meat,XAF,Head,2021,70225
Chad,Meat,XAF,Head,2019,125333
Chad,Meat,XAF,Head,2019,133000
Chad,Meat,XAF,Head,2019,118333
Chad,Meat,XAF,Head,2019,120000
Chad,Meat,XAF,Head,2019,101667
Chad,Meat,XAF,Head,2019,124166
Chad,Meat,XAF,Head,2019,175000
Chad,Meat,XAF,Head,2019,198333
Chad,Meat,XAF,Head,2019,195333
Chad,Meat,XAF,Head,2019,156000
Chad,Meat,XAF,Head,2019,181000
Chad,Meat,XAF,Head,2020,156667
Chad,Meat,XAF,Head,2020,151000
Chad,Meat,XAF,Head,2020,142167
Chad,Meat,XAF,Head,2020,166333
Chad,Meat,XAF,Head,2020,117833
Chad,Meat,XAF,Head,2020,119333
Chad,Meat,XAF,Head,2020,135500
Chad,Meat,XAF,Head,2020,166333
Chad,Meat,XAF,Head,2020,120600
Chad,Meat,XAF,Head,2021,87541.5
Chad,Meat,XAF,Head,2019,120000
Chad,Meat,XAF,Head,2019,120000
Chad,Meat,XAF,Head,2019,120000
Chad,Meat,XAF,Head,2019,120000
Chad,Meat,XAF,Head,2019,120000
Chad,Meat,XAF,Head,2019,130000
Chad,Meat,XAF,Head,2019,130000
Chad,Meat,XAF,Head,2019,122375
Chad,Meat,XAF,Head,2019,142500
Chad,Meat,XAF,Head,2019,142500
Chad,Meat,XAF,Head,2019,122500
Chad,Meat,XAF,Head,2020,105000
Chad,Meat,XAF,Head,2020,126500
Chad,Meat,XAF,Head,2020,100000
Chad,Meat,XAF,Head,2020,120000
Chad,Meat,XAF,Head,2020,120000
Chad,Meat,XAF,Head,2020,120000
Chad,Meat,XAF,Head,2020,120000
Chad,Meat,XAF,Head,2020,125000
Chad,Meat,XAF,Head,2020,200000
Chad,Meat,XAF,Head,2021,125000
Chad,Meat,XAF,Head,2020,181667
Chad,Meat,XAF,Head,2020,118667
Chad,Meat,XAF,Head,2020,155667
Chad,Meat,XAF,Head,2021,70225
Chad,Meat,XAF,Head,2021,143667
Chad,Meat,XAF,Head,2021,153833
Chad,Meat,XAF,Head,2021,126333
Chad,Meat,XAF,Head,2021,159667
Chad,Meat,XAF,Head,2021,63250
Chad,Meat,XAF,Head,2020,136500
Chad,Meat,XAF,Head,2020,108333
Chad,Meat,XAF,Head,2020,117333
Chad,Meat,XAF,Head,2021,76125
Chad,Meat,XAF,Head,2021,83652.9361
Chad,Meat,XAF,Head,2021,85268.6559
Chad,Meat,XAF,Head,2021,132667
Chad,Meat,XAF,Head,2021,125833
Chad,Meat,XAF,Head,2019,110333
Chad,Meat,XAF,Head,2019,106767
Chad,Meat,XAF,Head,2019,108333
Chad,Meat,XAF,Head,2019,126666
Chad,Meat,XAF,Head,2019,127000
Chad,Meat,XAF,Head,2019,137666
Chad,Meat,XAF,Head,2019,90000
Chad,Meat,XAF,Head,2019,214833
Chad,Meat,XAF,Head,2019,167700
Chad,Meat,XAF,Head,2019,191667
Chad,Meat,XAF,Head,2019,134233
Chad,Meat,XAF,Head,2020,171000
Chad,Meat,XAF,Head,2020,125750
Chad,Meat,XAF,Head,2020,129983
Chad,Meat,XAF,Head,2020,134433
Chad,Meat,XAF,Head,2020,130850
Chad,Meat,XAF,Head,2020,141733
Chad,Meat,XAF,Head,2020,150000
Chad,Meat,XAF,Head,2020,163667
Chad,Meat,XAF,Head,2020,100000
Chad,Meat,XAF,Head,2019,92000
Chad,Meat,XAF,Head,2019,93667
Chad,Meat,XAF,Head,2019,87333
Chad,Meat,XAF,Head,2019,65166
Chad,Meat,XAF,Head,2019,62000
Chad,Meat,XAF,Head,2019,64500
Chad,Meat,XAF,Head,2019,65333
Chad,Meat,XAF,Head,2019,80917
Chad,Meat,XAF,Head,2019,90000
Chad,Meat,XAF,Head,2019,87167
Chad,Meat,XAF,Head,2019,113333
Chad,Meat,XAF,Head,2020,98917
Chad,Meat,XAF,Head,2020,99088
Chad,Meat,XAF,Head,2020,110667
Chad,Meat,XAF,Head,2020,107833
Chad,Meat,XAF,Head,2020,98000
Chad,Meat,XAF,Head,2020,111333
Chad,Meat,XAF,Head,2020,127500
Chad,Meat,XAF,Head,2020,110667
Chad,Meat,XAF,Head,2020,118000
Chad,Meat,XAF,Head,2021,108333
Chad,Meat,XAF,Head,2019,106667
Chad,Meat,XAF,Head,2019,111500
Chad,Meat,XAF,Head,2019,119833
Chad,Meat,XAF,Head,2019,93666
Chad,Meat,XAF,Head,2019,141667
Chad,Meat,XAF,Head,2019,131833
Chad,Meat,XAF,Head,2019,137833
Chad,Meat,XAF,Head,2019,161000
Chad,Meat,XAF,Head,2019,160167
Chad,Meat,XAF,Head,2019,157500
Chad,Meat,XAF,Head,2019,152833
Chad,Meat,XAF,Head,2020,139333
Chad,Meat,XAF,Head,2020,144500
Chad,Meat,XAF,Head,2020,148833
Chad,Meat,XAF,Head,2020,143750
Chad,Meat,XAF,Head,2020,150833
Chad,Meat,XAF,Head,2020,136000
Chad,Meat,XAF,Head,2020,120000
Chad,Meat,XAF,Head,2020,110500
Chad,Meat,XAF,Head,2020,162250
Chad,Meat,XAF,Head,2021,129167
Chad,Meat,XAF,Head,2019,93333
Chad,Meat,XAF,Head,2019,93333
Chad,Meat,XAF,Head,2019,95000
Chad,Meat,XAF,Head,2019,100000
Chad,Meat,XAF,Head,2019,130000
Chad,Meat,XAF,Head,2019,133333
Chad,Meat,XAF,Head,2019,121666
Chad,Meat,XAF,Head,2019,127666
Chad,Meat,XAF,Head,2019,125666
Chad,Meat,XAF,Head,2019,125000
Chad,Meat,XAF,Head,2019,136666
Chad,Meat,XAF,Head,2020,125000
Chad,Meat,XAF,Head,2020,131666
Chad,Meat,XAF,Head,2020,125666
Chad,Meat,XAF,Head,2020,132666
Chad,Meat,XAF,Head,2020,136666
Chad,Meat,XAF,Head,2020,132500
Chad,Meat,XAF,Head,2020,141666
Chad,Meat,XAF,Head,2020,140000
Chad,Meat,XAF,Head,2021,153000
Chad,Meat,XAF,Head,2021,121000
Chad,Meat,XAF,Head,2021,145000
Chad,Meat,XAF,Head,2020,135000
Chad,Meat,XAF,Head,2021,66000
Chad,Meat,XAF,Head,2021,149167
Chad,Meat,XAF,Head,2021,150833
Chad,Meat,XAF,Head,2021,115833
Chad,Meat,XAF,Head,2021,125278
Chad,Meat,XAF,Head,2021,108333
Chad,Meat,XAF,Head,2020,145000
Chad,Meat,XAF,Head,2020,126250
Chad,Meat,XAF,Head,2020,125000
Chad,Meat,XAF,Head,2021,65375
Chad,Meat,XAF,Head,2021,103333
Chad,Meat,XAF,Head,2021,100000
Chad,Meat,XAF,Head,2021,120000
Chad,Meat,XAF,Head,2021,90000
Chad,Meat,XAF,Head,2021,120350
Chad,Meat,XAF,Head,2020,97625
Chad,Meat,XAF,Head,2020,81375
Chad,Meat,XAF,Head,2021,125000
Chad,Meat,XAF,Head,2021,70225
Chad,Meat,XAF,Head,2021,70225
Chad,Meat,XAF,Head,2021,70225
Chad,Meat,XAF,Head,2021,70225
Chad,Meat,XAF,Head,2020,87500
Chad,Meat,XAF,Head,2020,82570
Chad,Meat,XAF,Head,2021,67250
Chad,Meat,XAF,Head,2021,63250
Chad,Meat,XAF,Head,2021,64083
Chad,Meat,XAF,Head,2021,65750
Chad,Meat,XAF,Head,2021,67500
Chad,Meat,XAF,Head,2020,95791
Chad,Meat,XAF,Head,2020,75666
Chad,Meat,XAF,Head,2021,150000
Chad,Meat,XAF,Head,2021,76625
Chad,Meat,XAF,Head,2021,76625
Chad,Meat,XAF,Head,2021,144000
Chad,Meat,XAF,Head,2021,76625
Chad,Meat,XAF,Head,2021,76625
Chad,Meat,XAF,Head,2020,94500
Chad,Meat,XAF,Head,2020,86000
Chad,Meat,XAF,Head,2021,94950.5714
Chad,Meat,XAF,Head,2021,65375
Chad,Meat,XAF,Head,2021,65375
Chad,Meat,XAF,Head,2021,65375
Chad,Meat,XAF,Head,2021,67541
Chad,Meat,XAF,Head,2020,92000
Chad,Meat,XAF,Head,2020,76125
Chad,Meat,XAF,Head,2021,83500
Chad,Meat,XAF,Head,2021,83500
Chad,Meat,XAF,Head,2021,83500
Chad,Meat,XAF,Head,2021,80333
Chad,Meat,XAF,Head,2020,93741
Chad,Meat,XAF,Head,2020,86125
Chad,Meat,XAF,Head,2021,65650
Chad,Meat,XAF,Head,2021,65650
Chad,Meat,XAF,Head,2021,65650
Chad,Meat,XAF,Head,2021,66931
Chad,Meat,XAF,Head,2020,155000
Chad,Meat,XAF,Head,2020,102326.2857
Chad,Meat,XAF,Head,2021,146833
Chad,Meat,XAF,Head,2021,146166
Chad,Meat,XAF,Head,2021,160000
Chad,Meat,XAF,Head,2021,149000
Chad,Meat,XAF,Head,2020,125000
Chad,Meat,XAF,Head,2020,143333
Chad,Meat,XAF,Head,2021,125000
Chad,Meat,XAF,Head,2021,125000
Chad,Meat,XAF,Head,2021,125000
Chad,Meat,XAF,Head,2021,125000
Chad,Meat,XAF,Head,2021,94552.9285
Chad,Meat,XAF,Head,2021,95486.2142
Chad,Meat,XAF,Head,2021,96074.9285
Chad,Meat,XAF,Head,2020,90958
Chad,Meat,XAF,Head,2020,125000
Chad,Meat,XAF,Head,2021,67083
Chad,Meat,XAF,Head,2021,66750
Chad,Meat,XAF,Head,2021,172550
Chad,Meat,XAF,Head,2021,66750
Chad,Meat,XAF,Head,2021,67833
Chad,Meat,XAF,Head,2019,96833
Chad,Meat,XAF,Head,2019,94500
Chad,Meat,XAF,Head,2019,92500
Chad,Meat,XAF,Head,2019,99333
Chad,Meat,XAF,Head,2019,110833
Chad,Meat,XAF,Head,2019,107500
Chad,Meat,XAF,Head,2019,101333
Chad,Meat,XAF,Head,2019,100000
Chad,Meat,XAF,Head,2019,98000
Chad,Meat,XAF,Head,2019,117666
Chad,Meat,XAF,Head,2019,116833
Chad,Meat,XAF,Head,2020,122500
Chad,Meat,XAF,Head,2020,123666
Chad,Meat,XAF,Head,2020,125958
Chad,Meat,XAF,Head,2020,124500
Chad,Meat,XAF,Head,2020,120083
Chad,Meat,XAF,Head,2020,119366
Chad,Meat,XAF,Head,2020,119250
Chad,Meat,XAF,Head,2020,103583
Chad,Meat,XAF,Head,2020,92000
Chad,Meat,XAF,Head,2021,67500
Chad,Meat,XAF,Head,2019,94166
Chad,Meat,XAF,Head,2019,92666
Chad,Meat,XAF,Head,2019,91333
Chad,Meat,XAF,Head,2019,99333
Chad,Meat,XAF,Head,2019,115000
Chad,Meat,XAF,Head,2019,105000
Chad,Meat,XAF,Head,2019,99000
Chad,Meat,XAF,Head,2019,98666
Chad,Meat,XAF,Head,2019,96333
Chad,Meat,XAF,Head,2019,106000
Chad,Meat,XAF,Head,2019,110833
Chad,Meat,XAF,Head,2020,126666
Chad,Meat,XAF,Head,2020,125000
Chad,Meat,XAF,Head,2020,124833
Chad,Meat,XAF,Head,2020,125041
Chad,Meat,XAF,Head,2020,116900
Chad,Meat,XAF,Head,2020,115491
Chad,Meat,XAF,Head,2020,117000
Chad,Meat,XAF,Head,2020,102000
Chad,Meat,XAF,Head,2020,85000
Chad,Meat,XAF,Head,2021,66750
Chad,Meat,XAF,Head,2019,93333
Chad,Meat,XAF,Head,2019,89500
Chad,Meat,XAF,Head,2019,89833
Chad,Meat,XAF,Head,2019,96666
Chad,Meat,XAF,Head,2019,114500
Chad,Meat,XAF,Head,2019,95500
Chad,Meat,XAF,Head,2019,97000
Chad,Meat,XAF,Head,2019,100833
Chad,Meat,XAF,Head,2019,98833
Chad,Meat,XAF,Head,2019,107000
Chad,Meat,XAF,Head,2019,108666
Chad,Meat,XAF,Head,2020,125000
Chad,Meat,XAF,Head,2020,125916
Chad,Meat,XAF,Head,2020,126375
Chad,Meat,XAF,Head,2020,125666
Chad,Meat,XAF,Head,2020,121125
Chad,Meat,XAF,Head,2020,118125
Chad,Meat,XAF,Head,2020,118125
Chad,Meat,XAF,Head,2020,97625
Chad,Meat,XAF,Head,2020,87000
Chad,Meat,XAF,Head,2019,93666
Chad,Meat,XAF,Head,2019,91500
Chad,Meat,XAF,Head,2019,90833
Chad,Meat,XAF,Head,2019,98000
Chad,Meat,XAF,Head,2019,110667
Chad,Meat,XAF,Head,2019,97500
Chad,Meat,XAF,Head,2019,96500
Chad,Meat,XAF,Head,2019,97333
Chad,Meat,XAF,Head,2019,96166
Chad,Meat,XAF,Head,2019,104500
Chad,Meat,XAF,Head,2019,108666
Chad,Meat,XAF,Head,2020,120000
Chad,Meat,XAF,Head,2020,120750
Chad,Meat,XAF,Head,2020,121125
Chad,Meat,XAF,Head,2020,123000
Chad,Meat,XAF,Head,2020,124625
Chad,Meat,XAF,Head,2020,120041
Chad,Meat,XAF,Head,2020,121250
Chad,Meat,XAF,Head,2020,100875
Chad,Meat,XAF,Head,2020,81000
Chad,Meat,XAF,Head,2021,65650
Chad,Meat,XAF,Head,2020,90208
Chad,Meat,XAF,Head,2020,72000
Chad,Meat,XAF,Head,2021,65650
Chad,Meat,XAF,Head,2021,66000
Chad,Meat,XAF,Head,2021,66000
Chad,Meat,XAF,Head,2021,70500
Chad,Meat,XAF,Head,2021,74250
Chad,Meat,XAF,Head,2020,133917
Chad,Meat,XAF,Head,2020,78791
Chad,Meat,XAF,Head,2020,127675
Chad,Meat,XAF,Head,2021,77750
Chad,Meat,XAF,Head,2021,123533
Chad,Meat,XAF,Head,2021,127433
Chad,Meat,XAF,Head,2021,128783
Chad,Meat,XAF,Head,2021,124311
Chad,Meat,XAF,Head,2015,24000
Chad,Meat,XAF,Head,2015,22000
Chad,Meat,XAF,Head,2015,24000
Chad,Meat,XAF,Head,2016,22000
Chad,Meat,XAF,Head,2016,20000
Chad,Meat,XAF,Head,2016,21000
Chad,Meat,XAF,Head,2016,21000
Chad,Meat,XAF,Head,2016,21000
Chad,Meat,XAF,Head,2016,27500
Chad,Meat,XAF,Head,2016,31000
Chad,Meat,XAF,Head,2016,27000
Chad,Meat,XAF,Head,2016,17500
Chad,Meat,XAF,Head,2016,14000
Chad,Meat,XAF,Head,2016,14500
Chad,Meat,XAF,Head,2016,17000
Chad,Meat,XAF,Head,2017,15875
Chad,Meat,XAF,Head,2017,17250
Chad,Meat,XAF,Head,2017,20000
Chad,Meat,XAF,Head,2017,26875
Chad,Meat,XAF,Head,2017,29333
Chad,Meat,XAF,Head,2017,31166
Chad,Meat,XAF,Head,2017,31166
Chad,Meat,XAF,Head,2017,31166
Chad,Meat,XAF,Head,2017,21833
Chad,Meat,XAF,Head,2017,20000
Chad,Meat,XAF,Head,2017,17666
Chad,Meat,XAF,Head,2017,18833
Chad,Meat,XAF,Head,2018,22833
Chad,Meat,XAF,Head,2018,24000
Chad,Meat,XAF,Head,2018,26666
Chad,Meat,XAF,Head,2018,27833
Chad,Meat,XAF,Head,2018,27500
Chad,Meat,XAF,Head,2018,27500
Chad,Meat,XAF,Head,2018,26833
Chad,Meat,XAF,Head,2018,25000
Chad,Meat,XAF,Head,2018,19333
Chad,Meat,XAF,Head,2018,19333
Chad,Meat,XAF,Head,2018,21167
Chad,Meat,XAF,Head,2019,23000
Chad,Meat,XAF,Head,2019,23000
Chad,Meat,XAF,Head,2019,22000
Chad,Meat,XAF,Head,2019,25833
Chad,Meat,XAF,Head,2019,27500
Chad,Meat,XAF,Head,2019,31500
Chad,Meat,XAF,Head,2019,29166
Chad,Meat,XAF,Head,2019,26000
Chad,Meat,XAF,Head,2019,25000
Chad,Meat,XAF,Head,2019,28000
Chad,Meat,XAF,Head,2019,29333
Chad,Meat,XAF,Head,2020,38000
Chad,Meat,XAF,Head,2020,38500
Chad,Meat,XAF,Head,2020,37958
Chad,Meat,XAF,Head,2020,36791
Chad,Meat,XAF,Head,2020,36833
Chad,Meat,XAF,Head,2020,37833
Chad,Meat,XAF,Head,2020,40000
Chad,Meat,XAF,Head,2020,29375
Chad,Meat,XAF,Head,2020,30000
Chad,Meat,XAF,Head,2020,24625
Chad,Meat,XAF,Head,2020,28958
Chad,Meat,XAF,Head,2021,22891
Chad,Meat,XAF,Head,2021,22650
Chad,Meat,XAF,Head,2021,22650
Chad,Meat,XAF,Head,2021,22750
Chad,Meat,XAF,Head,2021,22650
Chad,Meat,XAF,Head,2021,23650
Chad,Meat,XAF,Head,2015,30500
Chad,Meat,XAF,Head,2015,28000
Chad,Meat,XAF,Head,2015,31000
Chad,Meat,XAF,Head,2016,28500
Chad,Meat,XAF,Head,2016,26500
Chad,Meat,XAF,Head,2016,32500
Chad,Meat,XAF,Head,2016,35000
Chad,Meat,XAF,Head,2016,35000
Chad,Meat,XAF,Head,2016,33000
Chad,Meat,XAF,Head,2016,33000
Chad,Meat,XAF,Head,2016,29000
Chad,Meat,XAF,Head,2016,25000
Chad,Meat,XAF,Head,2016,21000
Chad,Meat,XAF,Head,2016,22000
Chad,Meat,XAF,Head,2016,18500
Chad,Meat,XAF,Head,2017,20375
Chad,Meat,XAF,Head,2017,20750
Chad,Meat,XAF,Head,2017,22875
Chad,Meat,XAF,Head,2017,27500
Chad,Meat,XAF,Head,2017,27500
Chad,Meat,XAF,Head,2017,32833
Chad,Meat,XAF,Head,2017,32333
Chad,Meat,XAF,Head,2017,33666
Chad,Meat,XAF,Head,2017,31000
Chad,Meat,XAF,Head,2017,27000
Chad,Meat,XAF,Head,2017,21500
Chad,Meat,XAF,Head,2017,23833
Chad,Meat,XAF,Head,2018,27166
Chad,Meat,XAF,Head,2018,28166
Chad,Meat,XAF,Head,2018,30166
Chad,Meat,XAF,Head,2018,31166
Chad,Meat,XAF,Head,2018,29500
Chad,Meat,XAF,Head,2018,30500
Chad,Meat,XAF,Head,2018,31166
Chad,Meat,XAF,Head,2018,28167
Chad,Meat,XAF,Head,2018,26333
Chad,Meat,XAF,Head,2018,26833
Chad,Meat,XAF,Head,2018,26833
Chad,Meat,XAF,Head,2018,26000
Chad,Meat,XAF,Head,2019,28167
Chad,Meat,XAF,Head,2019,31166
Chad,Meat,XAF,Head,2019,27500
Chad,Meat,XAF,Head,2019,27500
Chad,Meat,XAF,Head,2019,28000
Chad,Meat,XAF,Head,2019,37500
Chad,Meat,XAF,Head,2019,38500
Chad,Meat,XAF,Head,2019,34333
Chad,Meat,XAF,Head,2019,32333
Chad,Meat,XAF,Head,2019,26333
Chad,Meat,XAF,Head,2019,21000
Chad,Meat,XAF,Head,2019,30333
Chad,Meat,XAF,Head,2020,40000
Chad,Meat,XAF,Head,2020,40666
Chad,Meat,XAF,Head,2020,41000
Chad,Meat,XAF,Head,2020,41000
Chad,Meat,XAF,Head,2020,39496
Chad,Meat,XAF,Head,2020,38750
Chad,Meat,XAF,Head,2020,39250
Chad,Meat,XAF,Head,2020,32500
Chad,Meat,XAF,Head,2020,34500
Chad,Meat,XAF,Head,2020,26958.5
Chad,Meat,XAF,Head,2020,16633
Chad,Meat,XAF,Head,2020,21166.5
Chad,Meat,XAF,Head,2021,26916.5
Chad,Meat,XAF,Head,2021,23875
Chad,Meat,XAF,Head,2021,22833.5
Chad,Meat,XAF,Head,2021,26500
Chad,Meat,XAF,Head,2021,23291.5
Chad,Meat,XAF,Head,2021,25229
Chad,Meat,XAF,Head,2019,22333
Chad,Meat,XAF,Head,2019,22000
Chad,Meat,XAF,Head,2019,22000
Chad,Meat,XAF,Head,2019,25500
Chad,Meat,XAF,Head,2019,28000
Chad,Meat,XAF,Head,2019,29000
Chad,Meat,XAF,Head,2019,29333
Chad,Meat,XAF,Head,2019,27333
Chad,Meat,XAF,Head,2019,25000
Chad,Meat,XAF,Head,2019,26166
Chad,Meat,XAF,Head,2019,27666
Chad,Meat,XAF,Head,2020,35666
Chad,Meat,XAF,Head,2020,36375
Chad,Meat,XAF,Head,2020,35375
Chad,Meat,XAF,Head,2020,37125
Chad,Meat,XAF,Head,2020,38000
Chad,Meat,XAF,Head,2020,38000
Chad,Meat,XAF,Head,2020,37333
Chad,Meat,XAF,Head,2020,34000
Chad,Meat,XAF,Head,2020,35500
Chad,Meat,XAF,Head,2020,18250
Chad,Meat,XAF,Head,2020,20617.9655
Chad,Meat,XAF,Head,2020,20000
Chad,Meat,XAF,Head,2021,16916.5
Chad,Meat,XAF,Head,2021,17750
Chad,Meat,XAF,Head,2021,19937.5
Chad,Meat,XAF,Head,2021,26125
Chad,Meat,XAF,Head,2021,22000
Chad,Meat,XAF,Head,2021,22895.5
Chad,Meat,XAF,Head,2019,15000
Chad,Meat,XAF,Head,2019,15000
Chad,Meat,XAF,Head,2019,15000
Chad,Meat,XAF,Head,2019,17666
Chad,Meat,XAF,Head,2019,20500
Chad,Meat,XAF,Head,2019,20500
Chad,Meat,XAF,Head,2019,16333
Chad,Meat,XAF,Head,2019,14166
